Ref,Val,Package,PosX,PosY,Rot,Side
"D1","LED","LED_0805_2012Metric",165.608000,-122.428000,0.000000,top
"D2","LED","LED_0805_2012Metric",143.865600,-126.644400,0.000000,top
"R1","10KΩ","R_0805_2012Metric",148.844000,-122.428000,0.000000,top
"R2","10KΩ","R_0805_2012Metric",154.418666,-122.428000,0.000000,top
"R3","330Ω","R_0805_2012Metric",159.993332,-122.428000,0.000000,top
"R4","330Ω","R_0805_2012Metric",143.865600,-122.478800,0.000000,top
